한량꿀막걸리 양산점 광주시,"닭갈비, 파전과 막걸리, 그리고 라면이 너무 먹고싶었 는데 이렇게 다 파는 곳을 발견할거라곤 생각을 못했 습니다.. 메인 닭갈비와 꿀막걸리는 환상이고 ...",
한량꿀막걸리 양산점 광주시,"닭갈비와 치즈 퐁듀, 볶음밥까지 구성이 풍부하고 꿀 막걸리는 바로 앞에서 만들어주셔서 퍼포먼스까지 있 었던 양산동맛집이자 광주술집인 한량막걸리! ...",
한량꿀막걸리 양산점 광주시,"막걸리러버 친구추천으로 와써용 꿀막걸이 첫도전인
데 넘넘 맛있네용 기본안주가 진라면이라 넘 좋네요~
~ 술이 술술 파전도 굿이에유",안내
한량꿀막걸리 양산점 광주시,막걸리 오래간만에 먹는데 달렸네요^^ 달콤하니 맛있 어요 벌집잔도 신기방기 안주도 마음에 드는것들만 있네요 세트메뉴 돌판닭갈비세트 좋아요 치즈...,이 키워드를 선택한 인원
한량꿀막걸리 양산점 광주시,"신선하고 부드럽고 맛있었어요 딱 술안주하기 좋은 
육회와 맛있는 닭갈비와 꿀밤막걸리 쵝오 한량막걸리
양산점은 처음부터 끝까지 맛있게 먹은 한끼였...",이 키워드를 선택한 인원
한량꿀막걸리 양산점 광주시,"한량은 믿고 먹지요!!! 2인분 시켰는데 양 무엇,, 진짜 배불러서 이것만 시켜도 넉넉했어요 기본안주로 라면 도 굿! 물 양도 딱 맞게 주시는 거 아시나요?? ...",이 키워드를 선택한 인원
한량꿀막걸리 양산점 광주시,너무 맛있고 기본라면 주는겄도 좋아요 시그니처인 꿍막걸리가 맛있어요 친구들끼리 오면 너무 분위기 좋을것같아요,이 키워드를 선택한 인원
한량꿀막걸리 양산점 광주시,"친구들과 방문했는데 밥 겸 술 마시기에 좋아요~
기본 안주가 라면이라니 완전 든든해요~
무등산막걸리에 벌집잔 했는데 추천합니다💕",이 키워드를 선택한 인원
한량꿀막걸리 양산점 광주시,정말 꿀막걸리도 처음에는 눈 앞에서 꿀 갈아서 보여 주시고 그 다음부터 시키시면 주방에서 바로 만들어 드립니다 기본으로 진라면 매운맛 한봉지 주시...,더보기
한량꿀막걸리 양산점 광주시,"제가 좋아하는 술집이 양산동에도 생겨서좋아용
여긴 진짜 닭갈비맛집! 사이드로 전도 맛잇고 원래 꿀막걸리가 찐인데 못먹어서아쉽!딤에 꼭 먹으러갈게요",동영상
한량꿀막걸리 양산점 광주시,"분위기도 좋고 안주도 맛있어요^^ 꿀막걸리도 맛있어
요 친절하셔서 기분좋게 맛있게 잘 먹었습니다",
한량꿀막걸리 양산점 광주시,"꿀막걸리 처음 먹어보는데 진짜 꿀맛이에요😋 양산
동 주민인데 완전 단골 예약 ㅋㅋㅋ 안주도 너무 맛있
는데 기본안주가 라면이라니 ㅋㅋ 요기는 두번 ...",
한량꿀막걸리 양산점 광주시,광주 막걸리 맛집 한량막걸리 양산점~~~🥰🥰 요기 는 꿀막걸리가 진짜 마싯어요 달달해서 계속 들어감 배불러서 요구르트 샤베트는 못먹엇는데 담번...,안내
한량꿀막걸리 양산점 광주시,꿀 옥수수 막걸리 너무 맛있어요^^ 닭갈비는 약간매 운맛잇데 맵지리인 저두 안맵구 맛있게 먹었어요. ^^ 직원분도 친철하시구 추천합니다 . 닭갈비랑 볶...,
한량꿀막걸리 양산점 광주시,막걸리와 어울리는 다양한 안주가 있고 막걸리도 종류가 많아서 취향껏 먹을 수 있어요! 기본으로 라면이 나오는데 이것도 에피타이저로 굿굿 :),
한량꿀막걸리 양산점 광주시,인테리어도 너무 좋구 분위기도 좋네요ㅋ 남편이 직 장에서 이야기듣고 추천해서 온건데 음식도 맛있고 꿀밤막걸리가 술술 들어가네요^^ 거기다 라면...,
한량꿀막걸리 양산점 광주시,"꿀밤 막걸리 처음 시켜보는데 퍼포먼스도 해주고 눈
이 즐겁고 입이 즐겁네요! 김치전 진짜 맛있습니다:) 
꼭 시켜드셔보세요 ^^! 라면이 기본 셋팅이라 ...",
