소미담 광명사거리점 광명시,사진만 봐도 사장님께서 너무 정성스럽게 만들어주신 게 느껴질 정도죠? 네명이서 나눠 먹었는데 2:2로 녹 차랑 흑임자 빙수 둘다 맛있게 잘 먹었습니다! ...,
소미담 광명사거리점 광명시,매장이 넓고 깔끔해요 떡도 소량으로 먹고싶은것만 먹을 수 있어 좋고 카페처럼 커피랑 음료도 판매하고 있어서 수다 떨러 오기도 좋아요!! 답례품으로 ...,안내
소미담 광명사거리점 광명시,매장이 청결하고 깨끗해요~사장님도 친절하시고 아 늑한 느낌이라 편안했어요^^ 디저트로 커피랑 떡 먹 기 너무 좋은 곳이네요 보자기로 포장한 떡이 ...,
소미담 광명사거리점 광명시,엄마 생일 때 케이크 대신에 떡 선물세트 맞추면 좋을 것같아 모듬떡세트 구매했어요 떡 구성도 넘 좋고 무 엇보다 보자기 포장이 진짜 고급스럽고 예쁘더...,
소미담 광명사거리점 광명시,밖에 비가 추적추적 내려서 커피 마실려고 근처 카페 로 들어왔답니다. 카페가 아늑해서 비에 젖은 마음이 녹는 느낌인 것 같아요.(비가 와서 그런가 갑자...,
소미담 광명사거리점 광명시,주변에서 떡 맛집이라고 추천해주셔서 응원 선물로 준비했습니다! 포장 보자기 색이 여러개였는데 모두 이뻐서 고민이 많이 됐지만! 파랑색이 너무 이...,
소미담 광명사거리점 광명시,답례품 떡 세트 주문하면서 여기가 떡 맛집이라고해 서 제가 먹을 떡도 사서 먹어봤는데 정말 쫄깃쫄깃하 고 맛있었어요! 선물하면 정말 다 좋아할거같아...,정렬 안내
소미담 광명사거리점 광명시,이북 인절미 너무 맛있었어요!! 제가 좋아하는 떡들만 쏙쏙 골라담는 재미도 있고 선물로도 치킨값보다 싸 서 이쁘기도 하고 가성비 갑인것 같아요 아이...,
소미담 광명사거리점 광명시,"엄마가 여기 떡 좋아하셔서 오늘도 떡 사러 왔어요~! 오늘은 특별하게 보자기 세트로 주문했답니다!! 
떡 좋아하시면 소미담 추천이에요!!",
소미담 광명사거리점 광명시,어제 가정집 방문 약속이 잡혀서 빈손으로 가기가 민 망해서 광명소미담의 떡 포장을 들고 갔었네요 보자 기 포장이 너무 정성 가득해서 더욱 드렸을 때 ...,내용 더보기
소미담 광명사거리점 광명시,베스트11종 세트 부담스럽지 않은 선물로 너무 갠찮 네요 2만원정도 예산으로 고를수 있는 선물로 최고의 선택지가 아닐까 싶어요🎁 떡도 쫄깃하고 부...,개의 리뷰가 더 있습니다
소미담 광명사거리점 광명시,매장이 넓고 깔끔해서 참 좋은 것 같아요~ 떡도 쫀득 쫀득! 귀여운 바구니에 담아 쇼핑하듯 고르니 재미도 있었네요ㅋㅋㅋ같이간 조카는 꿀떡이 최애라...,펼쳐보기
소미담 광명사거리점 광명시,지날때 마다 손님 많아서 못 들어갔는데 오늘은 자리가 있어서 서둘러 들어 갔어요^^ 흑임자 빙수 설빙보다 오만배 맛나네요^^,반응 남기기
소미담 광명사거리점 광명시,"떡도 쫄깃쫄깃 너~~~무맛잇어요 이번이 두번째방문
이에요 할머니도좋아하실꺼같아서 한박스더사왓어
요 사장님도친절하시고 좋아요ㅎㅎ",방문일
소미담 광명사거리점 광명시,"어른들이랑 오기에 좋은 광명 카페입니다 음료들도 
건강하고 맛있어서 좋네요!! 엄마랑 같이 와야겠어요
~~ 가격도 저렴해서 좋아요 :)",2024년 6월 27일 목요일
소미담 광명사거리점 광명시,지인이랑 잠시 이야기 나누려고 왔는데ᆢ 매장인테리 어 깔끔하고 분기위도 좋으네요 커피도 가격 저렴한 테 생각보다 맛있었어요 배가불러 디저트를 많...,인증 수단
소미담 광명사거리점 광명시,곧 다가올 스승의날 답례품으로 알아보다가 알게된 소미담!! 포장부터 떡까지 너무 예쁘고 답례세트는 5 천원!! 거격도 적당해서 어린이집 선생님들께 ...,2024년 6월 27일 목요일
소미담 광명사거리점 광명시,고구마 크림떡 넘 맛있고 커피랑 오미자차도 맛있습 니당 종류별로 다 먹어보고 싶어요! 선물세트 추천도 해주시고 포장도 정말 예뻐서 담에 또 선물할일...,
소미담 광명사거리점 광명시,지인 집에 방문하면서 선물용으로 어떤 것을 사갈까 고민하다 예약하고 방문했어요! 역시 선택을 잘한것 같다고 보자마자 생각했네요 ㅎㅎ 베스트7종을...,
소미담 광명사거리점 광명시,"광명 떡 맛집 소미담 광명사거리점! 개별포장된 떡이 라서 쟁여놓고 간식으로 먹기에도 좋고, 매장 내부도 잘 돼있어서 커피와 함께 떡 즐기기에도 좋았어...",내용 더보기
소미담 광명사거리점 광명시,"떡집 가지 마세요 소미담 가세요ㅋㅋㅋㅋㅋ떡 맛집,, 그래도 한이틀은 두고 먹으려고 이것저것 샀는데 아 니 저거 다 먹었어요ㅠㅋㅋㅋ 진짜 너무 맛있더...",개의 리뷰가 더 있습니다
소미담 광명사거리점 광명시,"소미담 빙수먹으러 왔어용 인테리어도 너무 깔끔하고
예뻐요 빙수도 저번에 흑임자빙수 맛나서 인절미 빙
수 먹으러 왔는데 맛나용",펼쳐보기
소미담 광명사거리점 광명시,"기념일 선물용 구매하려고 방문했는데, 사장님 너무 
친절히 설명해주시고 분위기도 아늑해서 좋았습니다
~ 트랜디한 메뉴가 있어서 센스있는 선물이 될 ...",반응 남기기
소미담 광명사거리점 광명시,지나가는 길에 자주 봤던 곳인데 오늘 처음 들어와봤 어요^^ 퓨전떡 메뉴들도 많고 오늘 먹었던 떡 두개다 만족이요 ㅋㅋ 커피도 가성비👍👍👍 아이 딸...,방문일
소미담 광명사거리점 광명시,예스러운 포장이 돋보이는 카페였어요 사장님도 굉장 히 친절하시고 디저트 금액대가 저렴한게 넘 좋았습 니다👍 종류도 굉장히 다양해서 골라먹는 재...,2024년 6월 22일 토요일
소미담 광명사거리점 광명시,광명사거리 소미담 방문했는데요 인테리어도 예쁘고. 분위기도 정말 좋았고. 친절하셨어요. 떡 카페가 좀 비싸다고 생각하시는 분이 많으실 거 같은데 광...,인증 수단
소미담 광명사거리점 광명시,떡카페가 생겨서 너무 좋네요~건강한 음료에 떡 먹으니까 속도 편하고 자주 올것 같아요^^,2024년 6월 22일 토요일
소미담 광명사거리점 광명시,광명 떡 혹은 디저트 선물 찾는 분들께 적극 추천하고 싶은 카페! 모듬세트 11종 보자기포장 이용했는데 진 ~짜 고급스럽고 선물하기에 좋아요:) 무엇보다 ...,
소미담 광명사거리점 광명시,시어머니께 선물했는데 너무 좋아하시네요 시골가신 다고 약속있다고 하셨는데 소소하게 챙겨드린 느낌이 에요 :) 가성비 좋은 선물입니다 보자기포장까...,
소미담 광명사거리점 광명시,떡카페인데 음료수도 맛있고 떡도 맛있고 좋아묘,내용 더보기
소미담 광명사거리점 광명시,"직접 먹어보고 맛있어서 선물용사러왔어요~ 선물용
으로 샀는데 보자기포장도 너무 예쁘고 11종 세트 구
성이 좋아서 만족입니다!! 다음에 또 주문하러올게요~",개의 리뷰가 더 있습니다
소미담 광명사거리점 광명시,개별포장으로 하나하나 다양하게 맛 볼 수 있은 광명 동 디저트 떡카페에요~ 조용히 커피한잔 하며 디저트 로 떡을 즐기니 든든함을 물론이고 색다른 떡을...,펼쳐보기
소미담 광명사거리점 광명시,선물 세트를 샀는데 포장도 너무 이쁘고 떡들이 개별 포장이라 하나씩 꺼내먹기 좋았어요! 냉장고에 넣어 놓았다가 꺼내 먹으니 쫄깃쫄깃하고 너무 맛있...,반응 남기기
소미담 광명사거리점 광명시,"사장님께서 친절하게 설명해주시고 연령대에 맞게 추
천을 잘 해주십니다. 고급스러운 선물용으로 좋습니
다. 다음에도 또 이용할 것 같아요. 감사합니다....",방문일
소미담 광명사거리점 광명시,할매입맛인데 흑임자 빙수 인절미빙수 고민하다가 흑임자빙수 선택했아용!! 너무너무 맛있어용 여기 특히 떡중에 이북식인절미 짱맛이에용 추천,2024년 6월 6일 목요일
소미담 광명사거리점 광명시,광명사거리 떡집 소미담 광명사거리점 다녀왔어요. 떡을 개별로 구매도 가능해서 간식용으로도 좋고❣️ 모듬세트도 있어서 선물용으로도 너무 좋은거 ...,인증 수단
소미담 광명사거리점 광명시,스승의 날에 아이 학원 선생님들 드리려 떡 사러 왔는 데 떡을 파는 카페였네요~!! 온김에 아아랑 고구마떡 먹었는데 커피도 너무 맛있고 분위기도 좋았어...,2024년 6월 6일 목요일
잘란잘란 이천시,친절하시고 깔끔해요! 음료랑 디저트 종류도 많은데 다요트 중이라 티 마셨네요😂,이전 페이지
잘란잘란 이천시,오늘은 그리스마스 선물이라고 디져트와함께 라떼를 주문했습니다.날씨도 쌀쌀하고 추울땐 라떼와함께^^,이미지 갯수
잘란잘란 이천시,굿,
잘란잘란 이천시,좋아요,
잘란잘란 이천시,사장님이 친절하세요. ^^,안내
잘란잘란 이천시,굿,이 키워드를 선택한 인원
잘란잘란 이천시,사장님 친절하셔요,이 키워드를 선택한 인원
잘란잘란 이천시,,이 키워드를 선택한 인원
잘란잘란 이천시,커피 한잔의 여유!,이 키워드를 선택한 인원
잘란잘란 이천시,조명이랑 식물이 예뻐요~,이 키워드를 선택한 인원
잘란잘란 이천시,가끔 가는데 내부에 식물이 많아서 좋아요,더보기
잘란잘란 이천시,"평소 핸드드립커피를 즐겨마시는 사람으로서 농도가
찐하고 커피의 강한 여운이 식어서도 남아있는것으
러 보아 사장님이 커피 고수가 분명한것같아",
잘란잘란 이천시,좋아요.,
잘란잘란 이천시,음악 좋고 분위기 아늑하니 좋아요~^^,안내
잘란잘란 이천시,"바닐라라떼 맛나고
 수제쿠키도 넘 맛있어요^^",
잘란잘란 이천시,,
잘란잘란 이천시,맛있어요.,
잘란잘란 이천시,굿,
잘란잘란 이천시,달고나라떼 달지않고 맛있어요,정렬 안내
잘란잘란 이천시,"인테리어 좋고 커피도 맛있고, 차종류 다 맛있어요",개의 리뷰가 더 있습니다
잘란잘란 이천시,커피도 맛있고 직접 구우신다는 디저트도 다 맛있어요 :),펼쳐보기
잘란잘란 이천시,맛있어요.^^,반응 남기기
잘란잘란 이천시,깨끗하고 인테리어도 이뻐요,방문일
잘란잘란 이천시,굿,2024년 6월 28일 금요일
잘란잘란 이천시,커피맛 최고,인증 수단
잘란잘란 이천시,ㅇ,개의 리뷰가 더 있습니다
잘란잘란 이천시,ㅓ,펼쳐보기
잘란잘란 이천시,좋아요~~~~,반응 남기기
잘란잘란 이천시,잘란잘란 아메리카노가 한번마시면또생각나요. 눈꽃빙수도 아주 특별하고 맛나요^^,방문일
잘란잘란 이천시,굳,2023년 12월 22일 금요일
잘란잘란 이천시,굳,인증 수단
잘란잘란 이천시,ᆞ,반응 남기기
잘란잘란 이천시,ㄱ,방문일
잘란잘란 이천시,ㅠ,2024년 1월 3일 수요일
잘란잘란 이천시,굿,인증 수단
잘란잘란 이천시,사장님이 친전해요 커피맛 좋아요,반응 남기기
잘란잘란 이천시,ㅎ,방문일
잘란잘란 이천시,친절해요,2023년 8월 28일 월요일
잘란잘란 이천시,좋아요,인증 수단
잘란잘란 이천시,좋아요,개의 리뷰가 더 있습니다
잘란잘란 이천시,인테리어가 특이하고 자리가 편안해요,펼쳐보기
잘란잘란 이천시,"분위기있는 카페^^
오랜만에 동기와 함께",반응 남기기
잘란잘란 이천시,굿,방문일
잘란잘란 이천시,좋아요,2023년 5월 31일 수요일
잘란잘란 이천시,굿,인증 수단
잘란잘란 이천시,굿굿,반응 남기기
잘란잘란 이천시,좋아요,방문일
잘란잘란 이천시,"카페가 너무 이색적이며 예뻐요ㆍ
가격도 비싸지않고 비오는 날 좋은음악 들으며 마시는 커피 한잔이 넘 행복하네요",2023년 6월 24일 토요일
잘란잘란 이천시,카페 안에서 커피마실 수 있는 일상의 소중함^^,인증 수단
잘란잘란 이천시,좋아요,개의 리뷰가 더 있습니다
도민상회본점 제주한림협재흑돼지 제주시,제주에 가면 흑돼지는 무조건 먹어야죠. 제주 한림 협 재에 위치한 흑돼지 맛집인 제주도민상회 본점에 방 문했어요. 숙성흑돼지는 초벌구이해서 나온 후 ...,이전 페이지
도민상회본점 제주한림협재흑돼지 제주시,근처에 있는 다른곳을 가다가 엄청 사람이 많아 들어 가 봤는데 대 성공 이었습니다. 특히 멜젓에 구운 백김 치와 같이 먹는 흑돼지 삼겹살이 천하일품입니...,이미지 갯수
도민상회본점 제주한림협재흑돼지 제주시,초벌되어 나오는 흑돼지가 도톰하고 수분기 있어 아 주 맛있어요! 가브리살도 추천추천 합니당. 밑반찬의 합이 좋고 다양한 맛으로 먹을 수 있어 질리지 ...,안심식당
도민상회본점 제주한림협재흑돼지 제주시,"네이버 맛집 검색후 방문했는데 웨이팅은 30분 이내 였고, 맛있었어요!!! 재방문 의사 200%에요! 고기도 육즙이 미쳤고, 된장찌개가 도라방스에요!!!!!! ...",
도민상회본점 제주한림협재흑돼지 제주시,어머나 어머나 너무 맛있어요..!! 리뷰를 백프로 믿는 건 아닌데 요번만큼은 믿을만한 정보 맞네요..!! 너무 너무 맛있었어요^^ 진짜 드세요 드세요 꼭 드세...,
도민상회본점 제주한림협재흑돼지 제주시,"와~ 딴데보다 비싸고 50그람 적고 그래서 읭 했눈데 
진짜루 맛납니다. 그리고 다들 된찌 드세요!!! 엄청 맛
나요!!!! 진짜 한라산에 된찌 한숟갈이면 세병쌉...",안내
도민상회본점 제주한림협재흑돼지 제주시,고민고민하고 찾아본 흑돼지집인데 숙성된 돼지고기 향이 입안에서 가득 채우면서 육즙이 뿜뿜!! 너무너무 잘먹었구요 일찍와서 여유있게 앉았는데 나갈...,이 키워드를 선택한 인원
도민상회본점 제주한림협재흑돼지 제주시,"숙소하고 좀 멀긴 했지만 찾아 오길 너무 잘했네요~완전 강추!! 고기 맛도 최고, 반찬도 최고...^^ 제주 재방문하게 되면 다시 찾을 고깃집!!^^",이 키워드를 선택한 인원
도민상회본점 제주한림협재흑돼지 제주시,다른곳에서 목살 먹어서 뻑뻑했던 기억이있었는데 너 무 부드러운 목살을 먹었어요 ㅎㅎㅎㅎ 너무 맛있어 요! 아이도 부드럽다고 잘먹고 직접구워주시는...,이 키워드를 선택한 인원
도민상회본점 제주한림협재흑돼지 제주시,"친구 또도또간집이라 추천받고 왔는데 진짜 존맛탱 ,, 다음에 제주도 또 오면 먹을게요 !!!! 된장찌개도 맛있 구 엄마빠 입맛 까다로우신데 맛있다고 노래부...",이 키워드를 선택한 인원
생각나는순대국본점 수원시,건물주차는 따로 없습니다. 율전공용주차장이나 골목주차하시면 감사합니다.,이전 페이지
금성회관 파주야당점 파주시,"야당 1등 고기 맛집 고기도 맛있게 구워주셔서 좋아
요🥰 깔끔하고 직원분들도 모두 친절하세요~! 데이
트 하기도 좋아요! 🍀🙌",이전 페이지
금성회관 파주야당점 파주시,"야당을 자주오는데, 맛집을 찾아보니 예전부터 와보 고 싶던 금성회관이 뜨더라구요. 고기질이 좋아서인 지..고기맛도 좋습니다~! 매장인테리어도 좋고,...",동영상
금성회관 파주야당점 파주시,"언제나와도 정갈한 반찬과 
맛있는고기~~ 특히 직원분들 친절하셔서 자주와요♡♡♡",이미지 갯수
금성회관 파주야당점 파주시,"고기도 초벌로 구워주시고 정갈한 기본반찬들이 맛있
습니다. 무엇보다 실내가 시원해서 쾌적하기 먹기 좋
았습니다! 다음에 또 올게여!",
금성회관 파주야당점 파주시,"오랜만에 모임이 있어서 왔어요. 고기 맛있는 건 알고 
있었고 늘 느끼지만 직원분들도 다 친절하세요. 다음
에도 또 올거예요",
금성회관 파주야당점 파주시,"외관부터 고깃집이 맞나 싶을 정도로 고급스러운 카 페 같아서 놀랐고, 반찬도 정갈하고 금 그릇이라서 대 접 받는 기분이에요 ㅎㅎ 직원분들 친절하시고 ...",안내
금성회관 파주야당점 파주시,고기가 육즙이 장난 아니네요. 요즘은 고기 자체는 다 맛있는집이 많은데 이 같이 곁들여먹는 찬들이 정말 중요한거 같습니다. 여긴 같이 찍어먹거나 함께...,이 키워드를 선택한 인원
금성회관 파주야당점 파주시,"오늘 또왔어요~~ 비가 주룩주룩 오는날~ 금성회관 
갈비가 너무 생각나서 왔는데 역시나 최고입니다!!!늘 
친절하고 늘 맛있는것 같아요 변함없는 모습에 ...",이 키워드를 선택한 인원
금성회관 파주야당점 파주시,두번째 방문이였는데 오늘은 육회물회까지 시켜먹었 는데 진짜 진짜 맛있더라구여!!!! 육회물회가 진짜 숨 은 맛집이였어요 두깨도 미쳤어요!!! 여기 오시...,이 키워드를 선택한 인원
금성회관 파주야당점 파주시,"깨끗하고 친절해요! 직접 고기 구워주셔서 너무 좋아
요 소스도 다양하게 나와요~ 그리고 제일 중요한 고기
가 맛있습니다! 재방문의사 🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️",이 키워드를 선택한 인원
금성회관 파주야당점 파주시,"입맛 까다로운 엄마 입맛에 취향저격!! 맛았다고 하세
요 가격도 합리적이고 고기 다 맛있어용😍😭",이 키워드를 선택한 인원
금성회관 파주야당점 파주시,아이들하구 자주 주말마다 오는곳입니다 음식도깔끔 하고 직원분들도 항상친절하셔서 아이들이 여이마누 오자고 해요 물론 음식도 너무 맛있어여 고기도...,더보기
금성회관 파주야당점 파주시,"너무맛있어요!! 고기도 질기지도않고 질이좋아요~👍🏻
직원분들도 친절하시고 설명도 너무 잘해주셔요ㅎㅎ
잘먹었습니다~🤤🤤",
금성회관 파주야당점 파주시,매장 인테리어가 멋져요!^^ 고기도 두툼하니 맛있어요~밑반찬도 다양하게 나와서 고기를 함께 즐기기에 좋네요!^^,
금성회관 파주야당점 파주시,"지난번 부부모임때 방문했다가 맛있어서 재방문했어
요 매장도 메뉴도 깔끔해서 좋아요~ 야당이지만 조용
한곳에 위치해서 주말에도 정신없지않고 데이...",안내
금성회관 파주야당점 파주시,매장 안도 넓고 깨끗하고 좋습니다 ! 비맞고 오니까 휴지ㅜ내주셔서 정말 감사햇습니다 고기도 구워주시 고 잘 설명해주셔서 너무 맛있게 잘 먹었습니다...,
금성회관 파주야당점 파주시,낮부터 삼겹살이땡겨서 지난번에 맛있게먹었던 기억 이 나서 다시 왔어요ㅎ 직원분들도 상냥하시고 스테 이크쏘스에 빵가루찍어서 고기 먹으니 아이가 ...,
금성회관 파주야당점 파주시,"친구 생파 해주러 처음 방문했는데, 고기질 무엇(?) 친 절히 다 구워주시고 맛은 말모말모.....🩷 그리고 케이 크 사와서 바닥에 뒀는데 친절히 오셔서 케이크...",
금성회관 파주야당점 파주시,너무 맛있있어요! 아이가 있으니 김도 챙겨주시고 밑반찬도 너무 맛났습니다. 강추예요!,
금성회관 파주야당점 파주시,"고기가 맛있고 직원분들이 친절하게 구워주십니다! 
야채도 신선하고 반찬이 정말 다양하게 나옵니다!! 야
당에서 제일 맛있는 고깃집입니다!! 맛있게 먹...",정렬 안내
금성회관 파주야당점 파주시,"어린이날+어버이날 겸사겸사 저녁 식사하러 부모님
과 아이들과 왔는데 양념갈비 맛있고, 목살 삼겸살도 
맛있어요! 매장이 넓고 쾌적해서 좋네요! 직원...",
금성회관 파주야당점 파주시,"고기가 넘 맛있어요!
친절하고 직접 고기 구워주셔서 편하게 먹을수 있습니다👍🏻👍🏻👍🏻",
금성회관 파주야당점 파주시,계모임으로 찾게된 맛집! 일단 고기가 겁나 맛있어요 . 갈치속젓밥 무조건 드세요 갓김치도 미쳤어요ㅠㅠ 주차도 편하고 직원분도 너무 유쾌하고 친절하...,내용 더보기
금성회관 파주야당점 파주시,야당 놀러올때마다 꼭 가봐야지했던곳인데 오랫만에 친구들 만나기로해서 바로예약하고왔어요 들어오자 마자 친절함이 먼저 맞아주시구요 자리에 앉으...,개의 리뷰가 더 있습니다
금성회관 파주야당점 파주시,"가끔씩와도 언제나 변함없이 맛있네요^^
항상 친절하시고~ 고기도 맛있고
아이와 와도 맛있게 먹을수있어서 좋아요~~",펼쳐보기
금성회관 파주야당점 파주시,금성회관 너무 맛있어요.. 고기질도 좋고 야당점은 처음와보는데 쾌적하고 좋아요 여러가지 소스있는 것도 맛있고 .. 직원분들도 친절하시고 좋아요 ...,반응 남기기
금성회관 파주야당점 파주시,맛있어요!! 오자마자 웨이팅 없이 바로 들어갔고 무엇 보다좋은건 밑반찬메뉴가 다양해요! 소스도 완전 많 아요~~ 가장 대표메뉴 설화갈비 시켰는데 입에...,방문일
금성회관 파주야당점 파주시,동치미랑 갓김치 너무 맛있고 고기도 다른 가게들과 는 다르게 뼈삼겹 부위라 그런기 쫄깃하고 너무 맛있 어요... 게다가 합리적인 가격에 다 구워주시기...,2024년 6월 8일 토요일
금성회관 파주야당점 파주시,"인테리어가 넘 예뻐요🩷
고기도 직접 구워주시고 맛있어요 또올게요^^*",인증 수단
금성회관 파주야당점 파주시,"맛있고 사장님 친절하고 김치가 너무 좋았어요!! everything was so good, great decor, kind staff, awesome! 추천합니다!!! 맛있게 드세요 😄",2024년 6월 8일 토요일
금성회관 파주야당점 파주시,고기가 정말 신선하고 두툼하고 맛있습니다. 사장님 직원들 다 친절합니다. 반찬들도 깔끔해요. 아이들과 먹기 좋아요. 매장이 넓고 깨끗합니다.,
금성회관 파주야당점 파주시,직원분들이 매우 친절하고 고기도 직접 잘 구워주셨어용🩷육회 너무 맛있어용 다음에 또 올게용🫶🫶,
금성회관 파주야당점 파주시,매번 가려다가 오늘 드디어 가봤는데 너무 맛있어요!! 다음에 또 올거예영🫶🏻,내용 더보기
금성회관 파주야당점 파주시,야당 밥 먹으러 왔는데 양념갈비는 여기가 1등입니다,개의 리뷰가 더 있습니다
금성회관 파주야당점 파주시,"급 모임으로 검색해서 방문했는데
직원분들 짱 친절하시고 반찬부터 고기까지 넘 맛있어요 ❤️",펼쳐보기
금성회관 파주야당점 파주시,처음 들어올때부터 너무너무 친절하셔서 먹기전에 기분도 좋구 반찬이랑 고기 질 다 너무 좋고 맛있어요!!,반응 남기기
금성회관 파주야당점 파주시,고기가 맛있어요~~~ 처음 와받는데 매장도 좋고 친절하시고 직접맛있게 구워주셔서 너무 조아요ㅎㅎ추천합니다,방문일
금성회관 파주야당점 파주시,지인분 추천으로 왔는데 맛있어요👍 육회도 맛있고 고기도 맛있고 반찬들도 정갈하니 좋네요💕 제주도 사람이라 어지간한 돼지고기는 성에 안차는데 ...,2024년 6월 29일 토요일
금성회관 파주야당점 파주시,"고기 질이 다른곳이랑 확실이 다르고 육즙이 장난아
니네요 오랜만에 친구들을 만나 장소를 많이 고민해
서 정산곳인데 친구들도 만족해서 뿌듯한 하루입니다",인증 수단
금성회관 파주야당점 파주시,금성회관은 언제와도 즐겁게 먹다 가는것 같아요~💖 고기가 너무 맛있고 인테리어도 예뻐서 귀한 시간 보 내다 가는 기분이 들어요! 가족이랑 맛있는 소...,
금성회관 파주야당점 파주시,"맛있어요 한번 와보세요 ㅎㅎㅎ
깔끔하고 좋아요~~~",
금성회관 파주야당점 파주시,"고기 너무 맛있어요♡ 다구워주셔서 편하게 먹었어요
♡ 소고기는 앞으로 여기서 먹으려구요♡♡",개의 리뷰가 더 있습니다
금성회관 파주야당점 파주시,"직원분들 너무 친절하고 서비스 정말 좋아요!
고기도 너무 맛있어요! 깔끔합니다",펼쳐보기
금성회관 파주야당점 파주시,매장도 쾌적하구 기본찬 세팅이 듣던대로 정갈하게 잘나오네요~~ 고기도 너무 부드럽고 맛있어요~~,반응 남기기
금성회관 파주야당점 파주시,직접 구워주시고 고기도 육즙 장난아니에요!,방문일
금성회관 파주야당점 파주시,처음 딱 먹자마자 우와 했네요 너무 맛있고 우선 음식이 다 깔끔해요^^,2024년 6월 21일 금요일
금성회관 파주야당점 파주시,급 모임 때문에 갔는데 음식이 너무 깔끔하고 맛있네 요~ 생갈비 먹고 너무 맛있어서 양념은 어떨까 싶어서 시켰네요~ 고기도 직접 구워주셔서 친구들과 ...,인증 수단
금성회관 파주야당점 파주시,"벌써 두번째 방문 야당 고기 맛집입니다~~🙌 고기도
구워주시고 좌석넓고 깨끗해요!! 외식장소로 딱🙌
🙌",
금성회관 파주야당점 파주시,"생갈비가 너무 신선하고 맛있어요. 육즙 팡팡 쫀득쫀
득 맛있는 갈비... 자꾸만 손이 가는 이 맛. 생갈비 먹
으러 꼭 와보세요. 따봉",
금성회관 파주야당점 파주시,"갈비 매우 맛나네요 👍
육회도 맛있어요!!",내용 더보기
낭불 화로구이 제주신화월드점 서귀포시,신화월드 흑돼지 맛집으로 검색하고 갔는데 지인들이 너무 만족한 흑돼지 맛집!!! 반찬들 하나하나 정갈하 고~ 김치도 제주산 모슬포 김치라고 하네요! ...,이전 페이지
낭불 화로구이 제주신화월드점 서귀포시,양념갈비는 기름기가 없이도 육질이 좋고 달지 않아 좋아요. 쫀득한 육회랑 꽃살도 부드럽고 고소합니다. 한우특모듬 구이도 양도 충분해서 많이 먹는 아...,이미지 갯수
낭불 화로구이 제주신화월드점 서귀포시,"사진은 못나왔지만 정말 모든 직원분들이 친절하시고
, 좋았어요! 고기도 다~ 맛있었고 직접 구워주셔서 편
하게 식사했습니다! 다시 또 오고 싶을만큼 좋...",별점
낭불 화로구이 제주신화월드점 서귀포시,한와담 제주신화월드점은 제주 흑우 맛집입니다. 정 말 품질이 뛰어난 제주 흑우를 먹을 수 있으며 고급스 러운 분위기를 제대로 느낄수 있었는데요. 제주...,
낭불 화로구이 제주신화월드점 서귀포시,진짜 ... 제주올 때 애견동반 식당 검색 할 필요 없겠다 싶네요. 이번 식사에 감동받고 진짜 여행의 시작이 즐 거웠습니다. 산방산 맛집 애견동반 식당 찾으신...,
낭불 화로구이 제주신화월드점 서귀포시,오랜만에 폭식하러 다녀왔어요❤️ 발렌타이데이라 데이트하기 딱 좋은 한와담 신화월드점 역시나 후회 없었어요~ 저녁에도 갈비탕을 먹을수 있다니 ...,안내
낭불 화로구이 제주신화월드점 서귀포시,😋⭐️⭐️⭐️⭐️⭐️,이 키워드를 선택한 인원
낭불 화로구이 제주신화월드점 서귀포시,영어교육도시 근처 소고기 생각날 때 찾는 곳. 언제나 실패없이 즐길 수 있는 한와담 모듬메뉴 추천합니다. 모든 고기는 직접 구워주시고 인원에 맞게 서브...,이 키워드를 선택한 인원
낭불 화로구이 제주신화월드점 서귀포시,부모님 모시고 오기에 좋은 식당입니다. 맛들이 너무 짜지도 않고 달지도 않으니 어르신들 입맛에 자극적 이지 않아서 좋았습니다. 반찬으로 나오는 청경...,이 키워드를 선택한 인원
낭불 화로구이 제주신화월드점 서귀포시,"분위기좋구, 친절하셔서 좋았어요~고기 품질이야 한 와담하면 알아주니까~ 온도에 맞게 맛있게 구워주시 는데 가니쉬로 구운 감자가 어찌나맛나던지!! ...",이 키워드를 선택한 인원
낭불 화로구이 제주신화월드점 서귀포시,"신화월드,오설록,영어교육도시 근처 산방산 맛집 셰
프가 직접 구워주는 한우구이 신화월드 맛집 모든 반
찬이 맛있고 친절한 서비스 콜키지 프리 안덕면 맛집",이 키워드를 선택한 인원
낭불 화로구이 제주신화월드점 서귀포시,남자친구 랑 기념일겸 데이트로 예약후 방문 자리도 좋은곳에 잡아주시고 친절하고 잘생긴 직원분이 직접 구워주시고 고기도 구울때마다 먹기좋고 이쁘...,더보기
낭불 화로구이 제주신화월드점 서귀포시,한우 맛집입니다! 양이 많지는 않지만 서울에서는 1인 분에 4-5만원할 정도의 퀄러티 고기가 2만원대이니 가성비 좋은 식당이에요. 반찬 깔끔하고 다 맛...,안내
낭불 화로구이 제주신화월드점 서귀포시,"고기가 너무너무 맛있고, 입에서 살살 녹아요>_<ㅎㅎ 고기는 물론 감자랑 버섯, 단호박까지 직접 다 구워주 시니 저희 가족 모두 이야기 나누며 편하게 저...",동영상
낭불 화로구이 제주신화월드점 서귀포시,깔끔하고 고기도 다 구워주셔서 맛있었습니다 !!,동영상
