Branch,Username,Date,Review
네이버플레이스,Hhh000,22.2.9.수,굿
네이버플레이스,숑숑924,21.9.29.수,"흑임자 좋아하는데 폴바셋에 있다고해서 먹어봤어요.
고소하고 맛있어요^^"
네이버플레이스,아델라인96,22.2.20.일,좋아요
네이버플레이스,초원10,21.11.28.일,주말아침에 조용히 커피한잔 하기 좋아요
네이버플레이스,일편단심1253,22.1.19.수,God
네이버플레이스,dew3207,22.2.2.수,굿굿
네이버플레이스,슝슝쓰,22.1.31.월,좋아요
네이버플레이스,dew3207,22.1.31.월,굿굿
네이버플레이스,whitegreeen,21.11.7.일,청결한매장 좋아요
네이버플레이스,왈가닥걸,22.1.10.월,아이스크맄
네이버플레이스,JOYjoy,21.11.5.금,믿고 먹는 폴바셋 맛있어용
네이버플레이스,lee****,21.12.7.화,직장인들의 쉼터네요. 아이스크림 정말 맛나요
네이버플레이스,PKLOVE,22.1.26.수,굿굿
네이버플레이스,달강엌,22.2.18.금,좋아요
네이버플레이스,kan****,22.2.28.월,좋아요
네이버플레이스,RB9249,21.12.3.금,쿠키도 먹었는데 쿠키는 제 스타일이 아니에요ㅠ 그래도 커피는 최고!
네이버플레이스,먹방요정,21.8.25.수,폴바셋은 드립백 커피마져 맛나네 ㅎㅎ
네이버플레이스,쀼쀼xoxo,21.10.28.목,"소잘라떼 너무 맛있어요 ! :)
베이글이 없어져서 아쉽네용 ㅠ_ㅠ"
네이버플레이스,woalsksek,22.2.21.월,굿
네이버플레이스,푸하90,21.9.28.화,커피맛이야 말할 필요 없고 점심시간 전후를 제외하면 번잡하지 않다.
네이버플레이스,917401,22.2.20.일,좋아요.........
네이버플레이스,금빛9284,22.1.26.수,ㅈ
네이버플레이스,72c****,22.2.18.금,굿
네이버플레이스,꿀떡이22,22.2.17.목,굿
네이버플레이스,Igotplans,21.12.23.목,매장이 넓어요
네이버플레이스,gem****,21.11.26.금,역시 폴바 근데 매장은 너무 시끄러워요 소리가 너무 울려요
네이버플레이스,gem****,21.12.15.수,커피가 너무 미지근해요
네이버플레이스,루피25,22.1.25.화,.
네이버플레이스,초공123,22.4.5.화,좋아요
네이버플레이스,미밈57,21.11.13.토,조용하고 좋습니다
네이버플레이스,mulhollandkr,22.1.29.토,굿
네이버플레이스,j0****,22.2.9.수,좋아요
네이버플레이스,JUPAK,22.1.6.목,좋아요
네이버플레이스,룰루5637,21.12.7.화,사람 엄청 많아요
네이버플레이스,환상3467,22.2.2.수,굿
네이버플레이스,피노키오151,21.12.29.수,좋아요
네이버플레이스,눈플레이스,21.10.6.수,위치가 바뀌었는데 새 인테리어라 카페환경도 깨끗합니다!
네이버플레이스,국물빌런,21.12.28.화,라떼 이즈 굿
네이버플레이스,숑숑924,21.9.29.수,폴바셋 라떼 너무 맛있어요~
네이버플레이스,yeo****,21.12.4.토,커피 맛있어요 ~
네이버플레이스,빵준1015,22.1.23.일,좋습니다
네이버플레이스,율앤임맘,21.12.2.목,커피 맛있어요~
네이버플레이스,RB9249,21.11.25.목,매일매일 폴바셋
네이버플레이스,코키콕,21.12.22.수,맛있어요
네이버플레이스,쭌오호,22.1.23.일,좋아요
네이버플레이스,dia****,22.1.22.토,맛있어요
네이버플레이스,RB9249,21.11.27.토,오늘도 맛있어요
네이버플레이스,minying94,21.11.26.금,커피 맛있어요!
네이버플레이스,RB9249,21.11.19.금,라떼는 항상 폴바셋
네이버플레이스,RB9249,21.11.24.수,소잘라떼 맛있어요
네이버플레이스,PKLOVE,21.12.16.목,굿굿
네이버플레이스,RB9249,21.11.22.월,맛있고 친절해요
네이버플레이스,달강엌,22.1.11.화,좋아요
네이버플레이스,과천과천이요,21.11.8.월,커피가 맛있어요
네이버플레이스,alb****,22.1.7.금,굿플레이스
네이버플레이스,수땅32,21.12.11.토,굿굿굿
네이버플레이스,EuGene,21.10.17.일,폴바셋은 늘 옳다
네이버플레이스,RB9249,21.11.11.목,맛은 기가 막히쥬
네이버플레이스,***********@naver.com,21.9.6.월,폴바셋이야 늘 맛있지만 이전 매장에 비해 좁고 대화할때 소리가 너무 울리네요
네이버플레이스,RB9249,21.10.21.목,라떼는 폴바셋이쥬
네이버플레이스,wooc24,21.9.15.수,"매장이 넓고 깔끔합니다~
커피 맛은 역시 일품입니다!"
네이버플레이스,초공123,22.3.2.수,좋아요
네이버플레이스,wooc24,21.12.7.화,굿굿
네이버플레이스,Helen008,21.10.13.수,엄청  깔끔하고  좋아요
네이버플레이스,jerrybbo,21.10.15.금,주문 빠르고 좋아요 
네이버플레이스,빵준1015,22.1.9.일,맛있습니다!
네이버플레이스,RB9249,21.10.13.수,항상 친절하고 빨라요 감사합니다
네이버플레이스,RB9249,21.11.5.금,라떼는 폴바셋이에유
네이버플레이스,이름9031,21.9.7.화,음료가 맛있어요.. 돈 주고 먹을 맛 ㅎㅎ
네이버플레이스,lkysdjsehyg,21.10.9.토,넓고 괜찮았어요. 커피도 맛있고.
네이버플레이스,RB9249,21.10.9.토,커피도 맛있고 너무 찬절하세요
네이버플레이스,RB9249,21.11.1.월,폴바셋은 라떼입니다
네이버플레이스,헤헤3626,22.4.1.금,굿
네이버플레이스,RB9249,21.11.4.목,맛있게 잘먹었어요
네이버플레이스,RB9249,21.10.8.금,라떼는 말이야 폴바셋이지
네이버플레이스,RB9249,21.10.5.화,너무 빠르고 좋네요 라떼 좋아요
네이버플레이스,july890722,21.12.8.수,쏘쏘
네이버플레이스,JJ9730,21.9.1.수,스페니쉬라떼는 무조건 옳다
네이버플레이스,원썸머나잇,21.8.31.화,직장인이 많아 다소 시끄러울 수 있으나 분위기도 좋고 꽤 넓고 좋습니다.
네이버플레이스,후랑22,21.8.30.월,폴바셋 새로 생겼네요!!!!! 여기 커피뿐이 아닙니다 타르트 맛집입니다…존맛
네이버플레이스,dhk****,21.9.23.목,"주문이 누락돼서 25분 넘게 기다렸어요
소중한 점심시간이 다 지나고
심지어 사무실에 늦게 들어가서 눈치봤어요!!!"
네이버플레이스,Shminnn,21.12.25.토,좋아요
네이버플레이스,RB9249,21.10.30.토,너무 친절하고 맛있어요
네이버플레이스,ym****,21.11.21.일,자리를 옮겨서 좀 정신이 없네요 ㅎㅎ
네이버플레이스,Igotplans,21.12.22.수,좋아영
네이버플레이스,RB9249,21.9.30.목,라떼는 말이야 폴바셋이였어
네이버플레이스,oo3750,21.8.26.목,새로 개업해서 깨끗하고 좋아요
네이버플레이스,RB9249,21.10.23.토,너무 친절해요
네이버플레이스,RB9249,21.10.17.일,라떼는 폴바셋이쥬
네이버플레이스,wp,21.9.26.일,피스타치오 아이스크림 꼭 먹어라
네이버플레이스,RB9249,21.9.24.금,커피는 폴바셋! 매장 너무 이뻐요
네이버플레이스,mulhollandkr,21.12.11.토,좋아요
네이버플레이스,다콩155,21.9.23.목,가끔씩 너무 먹고싶은 아스크림라떼 언제나 맛있어요 헤헤
네이버플레이스,RB9249,21.10.19.화,친절하고 분위기 좋아요
네이버플레이스,minggi22,21.12.1.수,좋아요
네이버플레이스,syj87,21.11.8.월,커피 맛있음
네이버플레이스,geetting,21.11.20.토,ㅣ
네이버플레이스,달강엌,21.12.8.수,좋아요
네이버플레이스,베네핏걸,21.9.10.금,커피넘 맛있어요. 강츄
네이버플레이스,RB9249,21.10.12.화,맛있게 잘먹었어요 라떼
네이버플레이스,lyulyu,21.9.8.수,아몬드라떼 맛있어요
네이버플레이스,llllll96,21.9.27.월,아이스크림 짱맛
네이버플레이스,셍짱,21.12.2.목,좋아요
네이버플레이스,RB9249,21.10.7.목,라떼가 맛있어요
네이버플레이스,leeseontaek,21.9.30.목,사람이너모많아서
네이버플레이스,후랑22,21.10.28.목,굿
네이버플레이스,후랑22,21.10.28.목,좋아욥
네이버플레이스,RB9249,21.10.6.수,라떼가 너무 맛있어요
네이버플레이스,pap****,21.11.29.월,좋아요
네이버플레이스,RB9249,21.10.4.월,빠르고 맛있어요
네이버플레이스,blissejjs,21.11.28.일,조아요~~~~~
네이버플레이스,우다닥,21.11.8.월,쏘쏘
네이버플레이스,fun****,21.11.8.월,귯
네이버플레이스,chl****,21.11.27.토,굿
네이버플레이스,RB9249,21.10.2.토,맛있고 친절해요
네이버플레이스,드로잉입니다,21.8.29.일,좋습니다 깨끗하요
네이버플레이스,RB9249,21.10.1.금,항상 친절하세요
네이버플레이스,국물빌런,21.10.22.금,굿
네이버플레이스,wp,21.9.24.금,피스타치오 꼭먹어라
네이버플레이스,RB9249,21.9.29.수,라떼가 정말 쵝오
네이버플레이스,RB9249,21.11.23.화,맛있어요 
네이버플레이스,RB9249,21.8.31.화,새로 오픈해서 인테리어가 이뻐요
네이버플레이스,차차3655,21.8.30.월,"매장 깔끔하고 좋아요, 맛있어요 "
네이버플레이스,RB9249,21.9.28.화,라떼가 맛있어요
네이버플레이스,RB9249,21.8.30.월,라떼는 폴바셋! 친절하고 새로 오픈해서 인테리어도 깔끔하니 좋아요!
네이버플레이스,호이51,21.9.24.금,항상 맛있는 폴바셋
네이버플레이스,점무,21.9.23.목,아주 맛있어요👍
네이버플레이스,RB9249,21.11.17.수,친절하세요
네이버플레이스,RB9249,21.11.12.금,최고에요 
네이버플레이스,돠27,21.9.17.금,커피 완전 맛있어요
네이버플레이스,skh****,21.11.9.화,깨끗해요
네이버플레이스,gaodengses,21.11.4.목,굿
네이버플레이스,닉네임7817,21.10.7.목,안녕하세요
네이버플레이스,초공123,21.12.15.수,좋아요
네이버플레이스,수땅32,21.9.18.토,굿
네이버플레이스,왕눈이068,21.10.18.월,친절해요
네이버플레이스,이쁜공주32,21.9.29.수,ĺ
네이버플레이스,멋진하루6653,21.10.18.월,맛있어요
네이버플레이스,해피메이커73,21.10.7.목,좋아요
네이버플레이스,bardot,21.11.23.화,좋아요
네이버플레이스,By62,21.9.28.화,좋아요
네이버플레이스,빵순이30,21.9.17.금,맛있어요~
네이버플레이스,사랑해파리50,21.11.27.토,굿
네이버플레이스,무이는 커엽죠,21.11.27.토,굿~
네이버플레이스,Matthias66,21.8.31.화,좋아요
네이버플레이스,dlwldus204,21.11.17.수,좋아요
네이버플레이스,몽상쟁이,21.9.2.목,또 마실것같아요
네이버플레이스,몽상쟁이,21.8.26.목,사람 엄청많아요
네이버플레이스,풀꽃2928,21.11.24.수,굿
네이버플레이스,kos****,21.11.22.월,좋아요
네이버플레이스,Hihohiho78,21.10.11.월,Good
네이버플레이스,i_l****,21.10.5.화,맛있어요^^
네이버플레이스,ilo****,21.11.21.일,좋아요
네이버플레이스,Haizlin,21.11.1.월,좋아요
네이버플레이스,해삼333,21.3.31.수,아포가토 짱
네이버플레이스,에슥헤이,21.3.24.수,맛나요
네이버플레이스,JJ9730,20.11.9.월,굿
네이버플레이스,Polo25,20.11.18.수,좋아요
네이버플레이스,csc****,03.10.9.일,"매장도 넓고 직원분들 다 친절해서 좋아요. 커피는 폴바셋~ 평일에는 사람 넘 많아서 복잡복잡한데
주말에 가니 사람도 별루없구 시원허니 여유롭고 좋네요 ㅎㅎ"
